id,article,question,option,answer,label
syn_190,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,C,0
syn_191,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,D,0
syn_192,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Wind turbines,A,0
syn_193,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,B,1
syn_194,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,C,0
syn_195,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,D,0
syn_196,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Breathing and digestion,A,0
syn_197,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,B,1
syn_198,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,C,0
syn_199,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,D,0
syn_0,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_1,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_2,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_3,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_4,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_5,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_6,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_7,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_8,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_9,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_10,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_11,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
syn_12,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_13,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_14,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_15,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_16,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_17,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_18,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_19,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_20,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_21,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_22,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_23,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_24,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_25,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_26,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_27,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_28,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_29,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_30,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_31,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
syn_32,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_33,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_34,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_35,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_36,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_37,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_38,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_39,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_40,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_41,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_42,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_43,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_44,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_45,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_46,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_47,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_48,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_49,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_50,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_51,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
syn_52,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_53,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_54,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_55,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_56,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_57,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_58,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_59,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_60,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_61,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_62,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_63,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_64,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_65,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_66,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_67,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_68,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_69,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_70,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_71,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
syn_72,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_73,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_74,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_75,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_76,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_77,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_78,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_79,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_80,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_81,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_82,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_83,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_84,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_85,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_86,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_87,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_88,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_89,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_90,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_91,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
syn_92,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,A,0
syn_93,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,B,0
syn_94,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In chloroplasts inside leaves,C,1
syn_95,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Earthquakes,D,0
syn_96,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,A,0
syn_97,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Coal generators,B,0
syn_98,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,21196 kilometers,C,1
syn_99,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the flowers,D,0
syn_100,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,A,0
syn_101,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Body temperature,B,0
syn_102,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Photovoltaic cells,C,1
syn_103,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,50000 kilometers,D,0
syn_104,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,A,0
syn_105,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Tourism,B,0
syn_106,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Thinking memory and voluntary movement,C,1
syn_107,Solar energy converts sunlight into electrical energy using photovoltaic cells in solar panels. It is the cleanest most abundant renewable energy source. Solar costs have dropped dramatically over the past decade making it accessible worldwide.,What converts sunlight into electricity in solar panels?,Hydroelectric dams,D,0
syn_108,The Great Wall of China stretches over 21196 kilometers across northern China. It was built to protect Chinese states from northern invasions beginning as early as the 7th century BC. It remains one of the greatest architectural feats in history.,How long is the Great Wall of China?,10000 kilometers,A,0
syn_109,Photosynthesis is the process by which plants use sunlight water and carbon dioxide to produce oxygen and sugar. It takes place in chloroplasts inside plant leaves. Chlorophyll absorbs sunlight and is fundamental to all life on Earth.,Where does photosynthesis primarily take place?,In the stem,B,0
syn_110,The Amazon rainforest is the world's largest tropical rainforest covering most of the Amazon basin. It represents over half of the planet's remaining rainforests and is home to three million species. Deforestation remains a critical threat driven by cattle ranching and agriculture.,What is the main threat to the Amazon rainforest?,Deforestation,C,1
syn_111,The human brain weighs about 1.4 kilograms and contains approximately 86 billion neurons. The cerebrum controls thinking memory and voluntary movement. The cerebellum coordinates balance. Scientists continue discovering new facts about brain information processing.,What does the cerebrum control?,Eye movement,D,0
